tableNumber,game_id,smallBlind,playerName,chips
4,20180731120012264,160,3f2727497bba81d95869c1015858f49c,0
4,20180731120012264,160,dfb4a6e7267b68181bfbeb2a8f2be266,0
4,20180731120012264,160,811adad9abf3310457c50177e1cdcacf,0
4,20180731120012264,160,a3fd50ca3ae279d8bd0f847fb7d959ad,11840
4,20180731120012264,160,d761d03dec0ae6e6670771828caf5bbe,0
4,20180731120012264,160,275b12332ca21ac2ee45f0d4bfd97469,495
4,20180731120012264,160,ea8bb19d0db6e3db8ef698b71fa02c00,11499
4,20180731120012264,160,904f9e2b57149c04dce808b1ee9fa41c,0
4,20180731120012264,160,5ffb782522e620728085251044703a73,3166
29,20180731120850287,320,8150c49b344f223e174007157849a5c6,8886
29,20180731120850287,320,811adad9abf3310457c50177e1cdcacf,0
29,20180731120850287,320,904f9e2b57149c04dce808b1ee9fa41c,0
29,20180731120850287,320,d761d03dec0ae6e6670771828caf5bbe,0
29,20180731120850287,320,a3fd50ca3ae279d8bd0f847fb7d959ad,10254
29,20180731120850287,320,1f5d31178f1710d4e462ea6132907446,1860
29,20180731120850287,320,ea8bb19d0db6e3db8ef698b71fa02c00,0
64,20180731122320017,20,9ce388b5201ce0d350e8d615cb83ffe2,0
64,20180731122320017,20,664752f26ec073e2d629b087e2b04cc2,2630
64,20180731122320017,20,3f2727497bba81d95869c1015858f49c,0
64,20180731122320017,20,811adad9abf3310457c50177e1cdcacf,0
64,20180731122320017,20,904f9e2b57149c04dce808b1ee9fa41c,0
64,20180731122320017,20,d761d03dec0ae6e6670771828caf5bbe,0
64,20180731122320017,20,a3fd50ca3ae279d8bd0f847fb7d959ad,12890
64,20180731122320017,20,1f5d31178f1710d4e462ea6132907446,2910
64,20180731122320017,20,ea8bb19d0db6e3db8ef698b71fa02c00,5950
64,20180731122320017,20,8150c49b344f223e174007157849a5c6,5620
