round_id,playerName,allIn,bet,cards,chips,folded,hand,isHuman,isOnline,isSurvive,me,message,position,rank,reloadCount,roundBet,winMoney
1,jyp0,True,0,♥7 ♣3,1000,False,♥7 ♣3 ♣6 ♠8 ♥Q ♦J ♣J,False,True,True,False,Pair,,18.056,1,0,0.0
1,jyp1,True,0,♣10 ♥6,1000,False,♣10 ♥6 ♣6 ♠8 ♥Q ♦J ♣J,False,True,True,False,Two Pair,SB,62.0512,1,0,0.0
1,jyp4,True,0,♠3 ♣5,1000,False,♠3 ♣5 ♣6 ♠8 ♥Q ♦J ♣J,False,True,True,False,Pair,BB,18.0552,1,0,0.0
1,jyp2,True,0,♣7 ♣Q,6078,False,♣7 ♣Q ♣6 ♠8 ♥Q ♦J ♣J,False,True,True,False,Two Pair,,76.0032,0,0,6078.0
1,jyp3,True,0,♣K ♠5,1000,False,♣K ♠5 ♣6 ♠8 ♥Q ♦J ♣J,False,True,True,False,Pair,,18.1568,1,0,0.0
1,jyp5,False,0,♥2 ♠A,922,True,♥2 ♠A ♣6 ♠8 ♥Q ♦J ♣J,False,True,True,False,Pair,,18.2592,0,0,0.0
1,twice,True,0,♥A ♠2,1000,False,♥A ♠2 ♣6 ♠8 ♥Q ♦J ♣J,False,True,True,False,Pair,,18.2592,1,0,0.0
1,jyp,False,0,♠Q ♣2,1000,True,♠Q ♣2 ♣6 ♠8 ♥Q ♦J ♣J,False,True,True,True,Two Pair,,76.0032,0,0,0.0
2,jyp0,True,0,♥J ♣6,1000,False,♥J ♣6 ♠5 ♣A ♦2 ♣7 ♦8,False,True,True,False,High Card,,8.0312,2,0,0.0
2,jyp1,False,0,♠J ♣8,1000,True,♠J ♣8 ♠5 ♣A ♦2 ♣7 ♦8,False,True,True,False,Pair,,15.232,1,0,0.0
2,jyp4,True,0,♠A ♣3,5000,False,♠A ♣3 ♠5 ♣A ♦2 ♣7 ♦8,False,True,True,False,Pair,SB,21.0052,1,0,5000.0
2,jyp2,False,0,♥2 ♥Q,5078,False,♥2 ♥Q ♠5 ♣A ♦2 ♣7 ♦8,False,True,True,False,Pair,BB,9.2592,0,0,42.0
2,jyp3,True,0,♦Q ♦K,1000,False,♦Q ♦K ♠5 ♣A ♦2 ♣7 ♦8,False,True,True,False,High Card,,8.1584,2,0,0.0
2,jyp5,False,0,♠6 ♣2,922,True,♠6 ♣2 ♠5 ♣A ♦2 ♣7 ♦8,False,True,True,False,Pair,,9.2096,0,0,0.0
2,twice,False,0,♦4 ♠10,1000,True,♦4 ♠10 ♠5 ♣A ♦2 ♣7 ♦8,False,True,True,False,High Card,,8.018,2,0,0.0
2,jyp,False,0,♥9 ♣5,1000,True,♥9 ♣5 ♠5 ♣A ♦2 ♣7 ♦8,False,True,True,True,Pair,,12.2144,0,0,0.0
3,jyp0,True,0,♥4 ♠4,0,True,♥4 ♠4 ♣9 ♣K ♦J ♥7 ♦2,False,True,True,False,Pair,,11.1344,2,0,0.0
3,jyp1,True,0,♠8 ♦3,1000,False,♠8 ♦3 ♣9 ♣K ♦J ♥7 ♦2,False,True,True,False,High Card,,7.0368,2,0,0.0
3,jyp4,True,0,♣10 ♣6,1000,False,♣10 ♣6 ♣9 ♣K ♦J ♥7 ♦2,False,True,True,False,High Card,,7.0464,2,0,0.0
3,jyp2,True,0,♦5 ♠2,8078,False,♦5 ♠2 ♣9 ♣K ♦J ♥7 ♦2,False,True,True,False,Pair,SB,9.1344,0,0,8078.0
