,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,SB,[♠A ♥6],,
58673a2ed47b93de2334d9d0763d1bbb,7416,0,0,0,BB,[♥K ♥5],win,9416
10d37768c10734ced8918a52ecdd7225,0,0,2,0,,[],,
f6ab57f4b3ca3739ad29da1cf4f26452,5764,0,1,0,,[♠K ♣3],win,6764
ed9287d402d9de370a4622e98cf8330f,0,0,2,0,,[],,
Me,820,0,1,0,,[Folded],win,1820
